18,18
17,20
16,22
15,24
14,26
13,28
12,30
11,32
10,34
9,36
8,38
7,40
6,42
5,44
4,46
3,48
2,46
1,48
0,50
2,49
3,47
4,45
5,43
6,41
7,39
8,37
9,35
10,33
11,31
12,29
13,27
14,25
15,23
16,21
17,19
18,17
19,15
20,13
21,11
22,9
23,7
24,5
25,3
26,1
28,0
27,2
26,4
25,6
24,8
23,10
22,12
21,14
20,16
19,18
18,20
17,22
16,24
15,26
14,28
13,30
12,32
11,34
10,36
9,38
8,40
7,42
6,44
5,46
4,48
3,50
1,51
0,53
2,52
1,50
0,52
2,51
3,49
4,47
5,45
6,43
7,41
8,39
9,37
10,35
11,33
12,31
13,29
14,27
15,25
16,23
17,21
18,19
19,17
20,15
21,13
22,11
23,9
24,7
25,5
26,3
28,2
27,4
26,6
25,8
24,10
23,12
22,14
21,16
20,18
19,20
18,22
17,24
16,26
15,28
14,30
13,32
12,34
11,36
10,38
9,40
8,42
7,44
6,46
5,48
4,50
3,52
2,50
1,52
0,54
2,53
3,51
4,49
5,47
6,45
7,43
8,41
9,39
10,37
11,35
12,33
13,31
14,29
15,27
16,25
17,23
18,21
19,19
20,17
21,15
22,13
23,11
24,9
25,7
26,5
27,3
28,1
30,0
29,2
28,4
27,6
26,8
25,10
24,12
23,14
22,16
21,18
20,20
19,22
18,24
17,26
16,28
15,30
14,32
13,34
12,36
11,38
10,40
9,42
8,44
7,46
6,48
5,50
4,52
3,54
1,55
0,57
2,56
1,54
0,56
2,55
3,53
4,51
5,49
6,47
7,45
8,43
9,41
10,39
11,37
12,35
13,33
14,31
15,29
16,27
17,25
18,23
19,21
20,19
21,17
22,15
23,13
24,11
25,9
26,7
27,5
28,3
29,1
31,0
30,2
29,4
28,6
27,8
26,10
25,12
24,14
23,16
22,18
21,20
20,22
19,24
18,26
17,28
16,30
15,32
14,34
13,36
12,38
11,40
10,42
9,44
8,46
7,48
6,50
5,52
4,54
3,56
2,54
1,56
0,58
2,57
3,55
4,53
5,51
6,49
7,47
8,45
9,43
10,41
11,39
12,37
13,35
14,33
15,31
16,29
17,27
18,25
19,23
20,21
21,19
22,17
23,15
24,13
25,11
26,9
27,7
28,5
29,3
30,1
32,0
31,2
30,4
29,6
28,8
27,10
26,12
25,14
24,16
23,18
22,20
21,22
20,24
19,26
18,28
17,30
16,32
15,34
14,36
13,38
12,40
11,42
10,44
9,46
8,48
7,50
6,52
5,54
4,56
3,58
1,59
0,61
2,60
1,58
0,60
2,59
3,57
4,55
5,53
6,51
7,49
8,47
9,45
10,43
11,41
12,39
13,37
14,35
15,33
16,31
17,29
18,27
19,25
20,23
21,21
22,19
23,17
24,15
25,13
26,11
27,9
28,7
29,5
30,3
32,2
31,4
30,6
29,8
28,10
27,12
26,14
25,16
24,18
23,20
22,22
21,24
20,26
19,28
18,30
17,32
16,34
15,36
14,38
13,40
12,42
11,44
10,46
9,48
8,50
7,52
6,54
5,56
4,58
3,60
2,58
1,60
0,62
2,61
3,59
4,57
5,55
6,53
7,51
8,49
9,47
10,45
11,43
12,41
13,39
14,37
15,35
16,33
17,31
18,29
19,27
20,25
21,23
22,21
23,19
24,17
25,15
26,13
27,11
28,9
29,7
30,5
31,3
32,1
34,0
33,2
32,4
31,6
30,8
29,10
28,12
27,14
26,16
25,18
24,20
23,22
22,24
21,26
20,28
19,30
18,32
17,34
16,36
15,38
14,40
13,42
12,44
11,46
10,48
9,50
8,52
7,54
6,56
5,58
4,60
3,62
1,63
0,65
2,64
1,62
0,64
2,63
3,61
4,59
5,57
6,55
7,53
8,51
9,49
10,47
11,45
12,43
13,41
14,39
15,37
16,35
17,33
18,31
19,29
20,27
21,25
22,23
23,21
24,19
25,17
26,15
27,13
28,11
29,9
30,7
31,5
32,3
33,1
35,0
34,2
33,4
32,6
31,8
30,10
29,12
28,14
27,16
26,18
25,20
24,22
23,24
22,26
21,28
20,30
19,32
18,34
17,36
16,38
15,40
14,42
13,44
12,46
11,48
10,50
9,52
8,54
7,56
6,58
5,60
4,62
3,64
2,62
1,64
0,66
2,65
3,63
4,61
5,59
6,57
7,55
8,53
9,51
10,49
11,47
12,45
13,43
14,41
15,39
16,37
17,35
18,33
19,31
20,29
21,27
22,25
23,23
24,21
25,19
26,17
27,15
28,13
29,11
30,9
31,7
32,5
33,3
34,1
36,0
35,2
34,4
33,6
32,8
31,10
30,12
29,14
28,16
27,18
26,20
25,22
24,24
23,26
22,28
21,30
20,32
19,34
18,36
17,38
16,40
15,42
14,44
13,46
12,48
11,50
10,52
9,54
8,56
7,58
6,60
5,62
4,64
3,66
1,67
0,69
1,71
0,73
1,75
0,77
1,79
0,81
1,83
0,85
1,87
0,89
1,91
0,93
1,95
0,97
1,99
0,101
1,103
0,105
1,107
0,109
1,111
0,113
1,115
0,117
1,119
0,121
1,123
0,125
1,127
0,129
1,131
0,133
2,134
3,132
4,134
2,133
0,134
1,132
0,130
2,131
0,132
1,134
3,133
5,134
4,132
6,133
8,134
7,132
6,134
4,133
2,132
1,130
0,128
2,129
3,131
5,132
7,133
9,134
8,132
6,131
4,130
3,128
2,130
4,131
6,132
8,133
10,134
9,132
7,131
5,130
3,129
1,128
0,126
2,127
4,128
3,130
5,131
6,129
8,130
10,131
11,133
13,134
12,132
10,133
12,134
11,132
9,131
7,130
5,129
4,127
2,128
4,129
6,130
8,131
10,132
12,133
14,134
13,132
11,131
9,130
7,129
5,128
3,127
1,126
0,124
2,125
4,126
6,127
8,128
10,129
12,130
14,131
15,133
17,134
16,132
14,133
16,134
15,132
13,131
11,130
9,129
7,128
5,127
3,126
2,124
1,122
0,120
2,121
0,122
1,124
2,126
3,124
5,125
7,126
6,128
8,129
10,130
12,131
14,132
16,133
18,134
17,132
15,131
13,130
11,129
9,128
7,127
5,126
3,125
2,123
4,124
6,125
8,126
10,127
12,128
14,129
16,130
18,131
19,133
21,134
20,132
18,133
20,134
19,132
17,131
15,130
13,129
11,128
9,127
8,125
6,126
4,125
3,123
5,124
4,122
6,123
7,125
8,127
10,128
12,129
14,130
16,131
18,132
20,133
22,134
21,132
19,131
17,130
15,129
13,128
11,127
9,126
8,124
10,125
12,126
14,127
16,128
18,129
20,130
22,131
23,133
25,134
24,132
22,133
24,134
23,132
21,131
19,130
17,129
15,128
13,127
11,126
9,125
7,124
5,123
3,122
2,120
1,118
0,116
2,117
0,118
1,120
2,122
4,123
6,124
5,122
3,121
2,119
4,120
3,118
2,116
1,114
0,112
2,113
0,114
1,116
2,118
3,120
5,121
7,122
9,123
11,124
10,126
12,127
14,128
16,129
18,130
20,131
22,132
24,133
26,134
25,132
23,131
21,130
19,129
17,128
15,127
13,126
11,125
9,124
7,123
6,121
8,122
10,123
12,124
14,125
16,126
18,127
20,128
22,129
24,130
26,131
27,133
29,134
28,132
26,133
28,134
27,132
25,131
23,130
21,129
19,128
17,127
15,126
13,125
12,123
10,124
8,123
6,122
4,121
3,119
5,120
7,121
9,122
11,123
12,125
14,126
16,127
18,128
20,129
22,130
24,131
26,132
28,133
30,134
29,132
27,131
25,130
23,129
21,128
19,127
17,126
15,125
13,124
12,122
10,121
8,120
6,119
4,118
3,116
2,114
1,112
0,110
2,111
3,113
2,115
3,117
4,119
6,120
8,121
10,122
9,120
7,119
5,118
4,116
3,114
2,112
1,110
0,108
2,109
3,111
4,113
3,115
4,117
5,119
7,120
9,121
11,122
13,123
15,124
17,125
19,126
21,127
23,128
25,129
27,130
29,131
30,133
32,134
31,132
30,130
28,131
26,130
24,129
22,128
20,127
18,126
16,125
14,124
13,122
11,121
10,119
8,118
6,117
5,115
7,116
6,118
8,119
10,120
12,121
14,122
16,123
18,124
20,125
22,126
24,127
26,128
28,129
27,127
26,129
24,128
22,127
20,126
18,125
16,124
14,123
13,121
11,120
9,119
7,118
5,117
4,115
6,116
8,117
10,118
12,119
14,120
15,122
17,123
19,124
21,125
23,126
25,127
27,128
28,130
30,131
31,133
33,134
32,132
34,133
36,134
35,132
34,134
32,133
30,132
32,131
34,132
36,133
38,134
39,132
40,134
38,133
37,131
35,130
33,131
31,130
29,129
28,127
27,129
25,128
23,127
21,126
19,125
17,124
15,123
16,121
18,122
20,123
22,124
24,125
26,126
28,125
29,127
30,129
31,131
29,130
28,128
26,127
24,126
22,125
20,124
18,123
16,122
14,121
12,120
11,118
9,117
8,115
7,117
5,116
6,114
5,112
4,114
6,115
8,116
9,118
11,119
13,120
15,121
17,122
19,123
21,124
23,125
25,126
24,124
22,123
20,122
18,121
16,120
14,119
12,118
10,117
9,115
7,114
5,113
3,112
2,110
4,111
6,112
5,114
7,115
9,116
11,117
13,118
15,119
17,120
19,121
21,122
23,123
25,124
27,125
29,126
30,128
32,129
34,130
33,132
35,133
37,134
36,132
34,131
32,130
31,128
33,129
32,127
31,129
29,128
30,126
29,124
28,126
26,125
27,123
25,122
26,124
27,126
25,125
23,124
21,123
19,122
17,121
15,120
13,119
12,117
10,116
9,114
7,113
6,111
4,112
6,113
8,114
10,115
12,116
14,117
16,118
18,119
20,120
22,121
24,122
26,123
28,124
30,125
31,127
33,128
32,126
30,127
31,125
33,126
32,128
33,130
34,128
36,129
35,131
37,132
39,133
41,134
40,132
38,131
36,130
34,129
35,127
37,128
35,129
36,131
38,130
40,131
38,132
40,133
42,134
41,132
39,131
37,130
39,129
41,130
42,132
44,133
46,134
47,132
48,134
46,133
44,134
42,133
43,131
45,132
43,133
45,134
44,132
42,131
40,130
38,129
36,128
34,127
33,125
31,126
29,125
27,124
25,123
23,122
21,121
19,120
17,119
15,118
13,117
11,116
10,114
8,113
7,111
5,110
3,109
1,108
0,106
2,107
4,108
3,110
5,111
7,112
9,113
11,114
13,115
15,116
14,118
16,119
18,120
20,121
22,122
24,123
23,121
21,120
19,119
17,118
15,117
13,116
11,115
10,113
8,112
7,110
5,109
3,108
4,110
6,109
8,110
9,112
11,113
12,115
14,116
16,117
18,118
20,119
22,120
24,121
26,122
28,123
30,124
32,125
33,127
35,128
37,129
39,130
41,131
43,132
45,131
43,130
41,129
39,128
37,127
35,126
34,124
32,123
30,122
31,124
29,123
27,122
25,121
23,120
21,119
19,118
17,117
16,115
14,114
12,113
10,112
8,111
6,110
4,109
2,108
1,106
0,104
2,105
3,107
5,108
7,109
9,110
11,111
13,112
12,114
14,115
16,116
18,117
20,118
22,119
24,120
26,121
28,122
30,123
32,124
34,125
36,126
38,127
40,128
42,129
44,130
46,131
47,133
49,134
48,132
50,133
52,134
51,132
50,134
48,133
46,132
44,131
42,130
40,129
38,128
36,127
34,126
36,125
38,126
40,127
42,128
44,129
46,130
48,131
50,132
52,133
54,134
55,132
56,134
54,133
53,131
51,130
49,131
47,130
45,129
43,128
41,127
39,126
37,125
35,124
33,123
31,122
29,121
27,120
25,119
23,118
21,117
19,116
17,115
15,114
13,113
11,112
9,111
8,109
6,108
4,107
2,106
1,104
0,102
2,103
3,105
5,106
7,107
9,108
10,110
12,111
14,112
13,114
15,115
17,116
19,117
21,118
23,119
25,120
27,121
29,122
31,123
33,124
35,125
37,126
39,127
41,128
43,129
45,130
47,131
49,132
51,133
53,134
52,132
50,131
48,130
46,129
44,128
42,127
40,126
38,125
36,124
34,123
32,122
30,121
28,120
26,119
24,118
22,117
20,116
18,115
16,114
14,113
12,112
10,111
11,109
13,110
15,111
16,113
18,114
20,115
18,116
20,117
22,118
24,119
26,120
28,121
27,119
25,118
23,117
21,116
19,115
17,114
15,113
17,112
19,113
21,114
22,116
24,117
26,118
28,119
30,120
32,121
34,122
36,123
38,124
40,125
42,126
44,127
46,128
48,129
50,130
52,131
54,132
56,133
58,134
59,132
60,134
58,133
57,131
55,130
56,132
57,134
55,133
53,132
51,131
49,130
47,129
45,128
43,127
41,126
39,125
37,124
35,123
33,122
31,121
29,120
28,118
26,117
24,116
22,115
20,114
18,113
16,112
14,111
12,110
10,109
8,108
6,107
4,106
3,104
2,102
1,100
0,98
2,99
0,100
1,102
2,104
3,106
5,107
7,108
9,109
11,110
13,111
15,112
17,113
19,114
21,115
23,116
25,117
27,118
29,119
31,120
33,121
35,122
37,123
39,124
41,125
43,126
45,127
47,128
49,129
48,127
46,126
44,125
42,124
40,123
38,122
36,121
34,120
32,119
30,118
28,117
26,116
24,115
22,114
20,113
18,112
16,111
14,110
12,109
10,108
8,107
6,106
4,105
3,103
2,101
4,102
5,104
7,105
9,106
11,107
13,108
15,109
17,110
19,111
21,112
23,113
25,114
23,115
25,116
27,117
29,118
31,119
33,120
35,121
37,122
39,123
41,124
43,125
45,126
47,127
49,128
51,129
53,130
55,131
57,132
59,133
61,134
60,132
58,131
56,130
54,131
52,130
50,129
48,128
46,127
44,126
42,125
40,124
38,123
36,122
34,121
32,120
30,119
29,117
27,116
25,115
23,114
21,113
19,112
17,111
15,110
13,109
11,108
9,107
7,106
5,105
4,103
3,101
5,102
4,104
6,105
8,106
10,107
12,108
14,109
16,110
18,111
20,112
22,113
24,114
26,115
28,116
30,117
32,118
34,119
36,120
38,121
40,122
42,123
44,124
46,125
48,126
50,127
52,128
54,129
56,128
57,130
58,132
56,131
54,130
52,129
50,128
49,126
47,125
45,124
43,123
41,122
39,121
37,120
35,119
33,118
31,117
29,116
27,115
26,113
24,112
22,111
20,110
18,109
16,108
14,107
12,106
10,105
8,104
6,103
5,101
3,102
5,103
7,104
9,105
11,106
13,107
15,108
17,109
19,110
21,111
23,112
25,113
27,114
29,115
31,116
33,117
31,118
33,119
35,120
37,121
39,122
41,123
43,124
45,125
47,126
49,127
51,128
53,129
52,127
50,126
48,125
46,124
44,123
42,122
40,121
38,120
36,119
34,118
32,117
30,116
28,115
26,114
24,113
22,112
20,111
18,110
16,109
14,108
12,107
10,106
8,105
6,104
7,102
9,103
11,104
13,105
15,106
17,107
19,108
21,109
23,110
25,111
27,112
28,114
30,115
32,116
34,117
36,118
38,119
40,120
42,121
44,122
46,123
48,124
50,125
51,127
53,128
55,129
54,127
52,126
51,124
49,125
47,124
45,123
43,122
41,121
39,120
37,119
35,118
34,116
32,115
30,114
28,113
26,112
24,111
22,110
20,109
18,108
16,107
14,106
12,105
10,104
8,103
6,102
4,101
2,100
1,98
0,96
2,97
3,99
5,100
7,101
9,102
7,103
9,104
11,105
13,106
15,107
17,108
19,109
21,110
23,111
25,112
27,113
29,114
31,115
33,116
35,117
37,118
39,119
41,120
43,121
45,122
47,123
49,124
51,125
53,126
54,128
56,129
58,130
60,131
62,132
60,133
62,134
64,133
66,134
68,133
70,134
72,133
74,134
76,133
78,134
80,133
82,134
84,133
86,134
88,133
90,134
92,133
94,134
96,133
98,134
100,133
102,134
104,133
106,134
108,133
110,134
112,133
114,134
116,133
118,134
120,133
122,134
124,133
126,134
128,133
130,134
132,133
134,134
133,132
132,134
134,133
133,131
131,132
132,130
134,129
133,127
134,125
133,123
134,121
133,119
134,117
133,115
134,113
133,111
134,109
133,107
134,105
133,103
134,101
133,99
134,97
133,95
134,93
133,91
134,89
133,87
134,85
133,83
134,81
133,79
134,77
133,75
134,73
133,71
134,69
133,67
134,65
133,63
134,61
133,59
134,57
133,55
134,53
133,51
134,49
133,47
134,45
133,43
134,41
133,39
134,37
133,35
134,33
133,31
134,29
133,27
134,25
133,23
134,21
133,19
134,17
133,15
134,13
133,11
134,9
133,7
134,5
133,3
134,1
132,0
131,2
130,0
129,2
128,0
130,1
132,2
131,0
130,2
131,4
132,6
133,4
134,6
132,5
131,3
130,5
132,4
133,6
134,8
132,7
131,5
130,3
129,1
127,0
128,2
129,4
130,6
131,8
132,10
133,8
134,10
132,9
131,7
129,6
130,4
131,6
132,8
133,10
134,12
132,11
131,9
130,7
129,5
128,3
126,2
128,1
129,3
127,4
128,6
129,8
130,10
131,12
132,14
133,12
134,14
132,13
131,11
130,9
129,7
128,5
127,3
126,1
124,0
125,2
126,0
127,2
128,4
126,3
125,1
123,0
124,2
122,1
120,0
121,2
122,0
124,1
125,3
126,5
127,7
128,9
130,8
131,10
132,12
133,14
134,16
132,15
131,13
130,11
129,9
128,7
127,5
125,4
123,3
124,5
126,4
127,6
128,8
129,10
130,12
131,14
132,16
133,18
134,20
132,19
134,18
133,16
131,17
130,15
129,13
128,11
127,9
126,7
125,5
124,3
122,2
123,4
124,6
125,8
126,6
127,8
128,10
129,12
130,14
131,16
132,18
133,20
134,22
132,21
131,19
132,17
131,15
130,13
129,11
127,10
126,8
125,6
124,4
123,2
121,1
119,0
120,2
122,3
123,5
124,7
125,9
126,11
128,12
129,14
130,16
131,18
132,20
133,22
134,24
132,23
131,21
130,19
129,17
128,15
127,13
125,12
126,10
127,12
128,14
129,16
130,18
131,20
132,22
133,24
134,26
132,25
131,23
130,21
129,19
130,17
129,15
128,13
127,11
126,9
125,7
123,6
122,4
120,3
121,5
122,7
124,8
125,10
126,12
127,14
128,16
129,18
130,20
131,22
132,24
133,26
134,28
132,27
131,25
130,23
129,21
128,19
127,17
126,15
125,13
124,11
123,9
121,8
122,6
121,4
120,6
122,5
123,7
124,9
125,11
126,13
127,15
128,17
126,16
125,14
124,12
123,10
122,8
121,6
120,4
119,2
121,3
120,1
118,0
117,2
116,0
118,1
119,3
120,5
118,4
119,6
121,7
123,8
124,10
122,9
123,11
121,10
120,8
118,7
119,5
118,3
117,1
115,0
116,2
114,1
112,0
113,2
114,0
116,1
118,2
119,4
117,5
116,3
114,2
112,1
110,0
109,2
108,0
110,1
111,3
113,4
115,3
117,4
118,6
120,7
121,9
122,11
123,13
124,15
126,14
127,16
128,18
129,20
130,22
131,24
132,26
133,28
134,30
132,29
131,27
130,25
129,23
128,21
127,19
126,17
125,15
124,13
122,12
123,14
124,16
125,18
126,20
127,18
128,20
129,22
130,24
131,26
132,28
133,30
134,32
132,31
131,29
130,27
129,25
128,23
127,21
126,19
125,17
123,16
124,14
123,12
122,10
120,9
119,7
118,5
117,3
115,2
116,4
117,6
115,5
114,3
112,2
111,0
113,1
112,3
114,4
116,5
117,7
119,8
120,10
121,12
122,14
120,13
121,11
122,13
121,15
122,17
124,18
125,16
123,15
121,14
120,12
119,10
118,8
116,7
117,9
118,11
119,9
120,11
121,13
122,15
123,17
124,19
126,18
127,20
128,22
129,24
130,26
131,28
132,30
133,32
134,34
132,33
131,31
130,29
129,27
128,25
127,23
126,21
125,19
124,17
122,16
123,18
124,20
125,22
126,24
127,22
128,24
129,26
130,28
131,30
132,32
133,34
134,36
132,35
131,33
130,31
129,29
128,27
127,25
126,23
125,21
123,20
122,18
121,16
120,14
119,12
118,10
117,8
116,6
115,4
113,3
114,5
115,7
116,9
117,11
118,9
119,11
118,13
119,15
120,17
121,19
122,21
124,22
125,20
123,19
121,18
120,16
119,14
118,12
117,10
116,8
115,6
113,5
114,7
115,9
116,11
117,13
118,15
119,13
120,15
121,17
122,19
123,21
124,23
126,22
127,24
128,26
129,28
130,30
131,32
132,34
133,36
134,38
132,37
131,35
130,33
129,31
128,29
127,27
126,25
125,23
124,21
122,20
123,22
124,24
125,26
126,28
127,26
128,28
129,30
130,32
131,34
132,36
133,38
134,40
132,39
131,37
130,35
129,33
128,31
127,29
126,27
125,25
123,24
122,22
121,20
120,18
119,16
118,14
117,12
116,10
115,8
114,6
112,5
113,7
114,9
115,11
116,13
117,15
118,17
119,19
120,21
121,23
122,25
124,26
125,24
123,23
121,22
120,20
119,18
118,16
117,14
116,12
115,10
114,8
113,6
112,4
111,2
109,1
107,0
108,2
110,3
111,5
112,7
113,9
114,11
115,13
116,15
117,17
118,19
119,17
120,19
121,21
122,23
123,25
124,27
126,26
127,28
128,30
129,32
130,34
131,36
132,38
133,40
134,42
132,41
131,39
130,37
129,35
128,33
127,31
126,29
125,27
124,25
122,24
123,26
124,28
125,30
126,32
127,30
128,32
129,34
130,36
131,38
132,40
133,42
134,44
132,43
131,41
130,39
129,37
128,35
127,33
126,31
125,29
123,28
122,26
121,24
120,22
119,20
118,18
117,16
116,14
115,12
114,10
113,8
112,6
111,4
110,2
108,1
106,0
107,2
109,3
110,5
111,7
112,9
113,11
114,13
115,15
116,17
117,19
118,21
119,23
120,25
121,27
122,29
124,30
125,28
123,27
121,26
120,24
119,22
118,20
117,18
116,16
115,14
114,12
